Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
16149,39,No,Non-Travel,Research & Development,28,PHD,Technical Degree,Female,Research Director,4,Married,32044,No,2,3,2,13
16150,58,No,Travel_Rarely,Research & Development,9,PHD,Human Resources,Female,Laboratory Technician,3,Married,8570,No,1,8,4,1
16151,58,No,Travel_Rarely,Human Resources,21,PHD,Other,Female,Healthcare Representative,2,Single,17780,Yes,1,35,1,3
16152,23,No,Non-Travel,Sales,18,MS,Marketing,Male,Manager,2,Single,14205,No,3,1,2,1
16153,38,No,Non-Travel,Research & Development,24,PHD,Life Sciences,Male,Manufacturing Director,4,Divorced,26520,Yes,2,27,3,3
16154,35,No,Non-Travel,Human Resources,22,MS,Life Sciences,Male,Sales Executive,4,Single,36371,Yes,1,22,1,14
16155,27,No,Non-Travel,Research & Development,24,MS,Marketing,Male,Healthcare Representative,2,Married,9905,No,4,30,2,3
16156,24,No,Non-Travel,Research & Development,26,MS,Medical,Female,Manufacturing Director,4,Married,31321,No,4,39,2,14
16157,33,No,Travel_Rarely,Research & Development,3,MS,Medical,Female,Laboratory Technician,3,Divorced,9508,No,1,5,2,10
16158,41,No,Travel_Rarely,Sales,18,PHD,Technical Degree,Male,Research Scientist,4,Married,24644,No,1,4,2,12
16159,30,No,Travel_Frequently,Human Resources,11,MS,Other,Female,Research Scientist,1,Married,29858,No,4,7,3,5
16160,59,Yes,Travel_Frequently,Research & Development,17,PHD,Medical,Male,Research Scientist,2,Married,19152,Yes,3,22,1,7
16161,59,No,Travel_Frequently,Research & Development,5,PHD,Human Resources,Female,Research Director,1,Divorced,30867,No,3,8,3,9
16162,50,Yes,Non-Travel,Sales,17,PHD,Life Sciences,Female,Manufacturing Director,4,Married,15828,No,3,13,3,11
16163,46,No,Non-Travel,Human Resources,12,PHD,Marketing,Female,Research Director,3,Single,12998,Yes,4,37,2,6
16164,60,No,Travel_Rarely,Research & Development,25,PHD,Marketing,Female,Human Resources,4,Single,32617,No,4,2,3,4
16165,53,No,Travel_Frequently,Human Resources,29,PHD,Medical,Male,Human Resources,2,Married,35816,No,2,34,1,0
16166,53,No,Travel_Rarely,Sales,20,PHD,Human Resources,Female,Manufacturing Director,3,Married,9030,Yes,1,20,2,12
16167,54,No,Travel_Rarely,Human Resources,7,PHD,Human Resources,Female,Laboratory Technician,2,Single,24737,Yes,1,35,4,4
16168,57,No,Non-Travel,Sales,27,PHD,Human Resources,Male,Research Director,2,Single,17781,No,2,32,3,18
16169,47,No,Non-Travel,Research & Development,14,PHD,Marketing,Female,Sales Executive,4,Divorced,30352,No,2,31,4,1
16170,38,Yes,Non-Travel,Research & Development,9,PHD,Medical,Male,Sales Representative,4,Single,34841,Yes,3,34,1,3
16171,43,No,Travel_Frequently,Research & Development,24,PHD,Life Sciences,Female,Research Director,1,Single,26829,No,4,1,1,11
16172,24,No,Travel_Rarely,Human Resources,15,MS,Other,Female,Sales Executive,4,Divorced,22770,No,4,14,4,17
16173,19,No,Travel_Rarely,Research & Development,4,FSc,Life Sciences,Male,Laboratory Technician,4,Single,22116,No,2,26,3,19
16174,20,No,Non-Travel,Research & Development,14,FSc,Other,Male,Healthcare Representative,4,Married,1000,No,3,17,2,8
16175,53,No,Travel_Frequently,Research & Development,25,PHD,Medical,Female,Laboratory Technician,1,Married,12259,No,4,14,4,13
16176,55,No,Travel_Frequently,Sales,25,PHD,Life Sciences,Female,Laboratory Technician,2,Divorced,36093,No,3,37,3,8
16177,25,Yes,Travel_Frequently,Sales,18,MS,Other,Female,Healthcare Representative,4,Single,9366,No,3,9,3,8
16178,28,No,Non-Travel,Research & Development,1,MS,Other,Male,Human Resources,4,Single,34852,Yes,2,29,1,8
16179,42,Yes,Travel_Frequently,Sales,16,PHD,Medical,Female,Research Scientist,1,Divorced,37110,Yes,2,7,4,13
16180,41,No,Travel_Rarely,Research & Development,25,PHD,Human Resources,Male,Manufacturing Director,4,Divorced,4388,No,2,37,1,11
16181,45,Yes,Travel_Rarely,Human Resources,16,PHD,Marketing,Female,Sales Representative,1,Single,34732,Yes,1,29,3,0
16182,53,No,Travel_Frequently,Human Resources,23,PHD,Other,Female,Research Director,3,Single,7120,No,4,19,3,16
16183,47,No,Non-Travel,Human Resources,3,PHD,Other,Male,Healthcare Representative,3,Single,23673,No,1,4,4,15
16184,28,No,Travel_Frequently,Research & Development,12,MS,Marketing,Female,Research Scientist,4,Divorced,27518,No,3,7,3,4
16185,55,No,Travel_Frequently,Sales,30,PHD,Technical Degree,Male,Human Resources,2,Married,9258,No,1,27,4,15
16186,50,No,Travel_Rarely,Human Resources,2,PHD,Human Resources,Male,Sales Representative,3,Divorced,4231,No,3,23,2,10
16187,28,No,Travel_Frequently,Research & Development,6,MS,Marketing,Male,Laboratory Technician,2,Married,33846,No,1,35,2,3
16188,37,No,Travel_Frequently,Human Resources,4,PHD,Technical Degree,Male,Manufacturing Director,2,Single,10345,No,2,20,4,9
16189,42,No,Travel_Rarely,Human Resources,27,PHD,Life Sciences,Male,Healthcare Representative,4,Divorced,22393,No,2,31,3,16
16190,42,No,Travel_Rarely,Human Resources,9,PHD,Human Resources,Female,Sales Representative,1,Single,16729,No,2,26,2,16
16191,40,No,Non-Travel,Research & Development,20,PHD,Medical,Female,Healthcare Representative,3,Single,8814,No,3,6,4,1
16192,44,Yes,Travel_Frequently,Sales,2,PHD,Marketing,Female,Research Scientist,4,Married,6990,Yes,4,26,4,15
16193,26,No,Non-Travel,Sales,12,MS,Technical Degree,Male,Sales Representative,1,Married,17051,Yes,1,18,1,16
16194,38,No,Travel_Rarely,Sales,26,PHD,Human Resources,Male,Sales Representative,4,Single,30802,No,3,1,1,3
16195,34,No,Travel_Frequently,Human Resources,8,MS,Medical,Female,Manufacturing Director,4,Married,7308,No,1,33,1,12
16196,33,No,Travel_Frequently,Human Resources,9,MS,Human Resources,Male,Research Director,4,Married,4341,No,3,25,4,4
16197,36,No,Travel_Rarely,Sales,27,PHD,Other,Female,Manufacturing Director,4,Married,23198,No,4,32,4,4
16198,34,No,Travel_Frequently,Sales,5,MS,Technical Degree,Female,Research Director,3,Divorced,23800,Yes,4,36,2,16
16199,51,No,Travel_Rarely,Human Resources,23,PHD,Human Resources,Male,Sales Representative,3,Single,12394,Yes,1,22,3,19
16200,56,No,Travel_Frequently,Research & Development,6,PHD,Other,Female,Sales Executive,4,Single,13050,No,4,2,1,11
16201,35,Yes,Travel_Rarely,Research & Development,4,MS,Human Resources,Male,Healthcare Representative,1,Single,14346,No,2,37,3,5
16202,60,Yes,Non-Travel,Research & Development,13,PHD,Human Resources,Female,Sales Executive,4,Divorced,27389,No,1,19,3,8
16203,45,Yes,Travel_Frequently,Research & Development,24,PHD,Marketing,Female,Sales Executive,3,Divorced,19333,No,2,25,3,3
16204,49,No,Travel_Frequently,Research & Development,3,PHD,Life Sciences,Male,Healthcare Representative,1,Single,34768,Yes,4,12,1,19
16205,38,No,Travel_Frequently,Sales,21,PHD,Marketing,Male,Laboratory Technician,4,Single,12975,No,1,24,1,20
16206,33,No,Non-Travel,Human Resources,20,MS,Marketing,Male,Sales Executive,4,Divorced,12550,Yes,2,27,2,7
16207,57,No,Travel_Frequently,Human Resources,26,PHD,Technical Degree,Female,Laboratory Technician,1,Divorced,11549,No,1,39,1,12
16208,20,No,Travel_Rarely,Research & Development,13,FSc,Human Resources,Male,Research Scientist,2,Married,7402,Yes,3,3,4,16
16209,56,No,Travel_Frequently,Sales,21,PHD,Technical Degree,Male,Research Scientist,3,Married,3216,Yes,3,39,4,18
16210,42,No,Travel_Rarely,Sales,28,PHD,Marketing,Male,Human Resources,3,Divorced,16940,No,1,27,1,12
16211,42,No,Travel_Frequently,Human Resources,14,PHD,Other,Female,Manufacturing Director,4,Single,1694,Yes,1,23,1,8
16212,32,Yes,Travel_Frequently,Sales,11,MS,Technical Degree,Male,Research Scientist,2,Married,3356,No,2,36,2,2
16213,58,No,Non-Travel,Research & Development,7,PHD,Life Sciences,Female,Sales Executive,4,Divorced,30612,No,2,39,3,11
16214,51,Yes,Non-Travel,Research & Development,29,PHD,Other,Male,Sales Representative,4,Married,10633,No,1,9,4,11
16215,43,No,Travel_Frequently,Research & Development,10,PHD,Marketing,Female,Laboratory Technician,2,Divorced,13564,No,3,32,3,5
16216,23,No,Non-Travel,Human Resources,29,MS,Marketing,Female,Human Resources,2,Single,5209,No,4,3,1,14
16217,45,No,Non-Travel,Research & Development,24,PHD,Marketing,Male,Research Scientist,2,Married,37664,No,3,32,1,20
16218,32,No,Travel_Frequently,Research & Development,6,MS,Human Resources,Male,Healthcare Representative,3,Single,16260,No,2,32,1,19
16219,24,No,Non-Travel,Sales,11,MS,Life Sciences,Male,Manager,1,Single,18354,No,4,6,2,1
16220,51,No,Non-Travel,Research & Development,29,PHD,Marketing,Female,Manager,2,Divorced,2123,Yes,4,32,2,18
16221,48,No,Travel_Frequently,Research & Development,16,PHD,Technical Degree,Female,Sales Representative,3,Married,38008,Yes,1,27,2,19
16222,51,No,Non-Travel,Sales,9,PHD,Marketing,Male,Healthcare Representative,1,Divorced,39030,No,4,9,4,17
16223,39,No,Travel_Rarely,Sales,16,PHD,Life Sciences,Female,Research Director,3,Married,5280,No,3,40,1,11
16224,18,No,Travel_Frequently,Human Resources,21,FSc,Life Sciences,Male,Healthcare Representative,2,Married,3912,Yes,2,12,2,12
16225,29,No,Travel_Frequently,Sales,14,MS,Medical,Female,Laboratory Technician,2,Divorced,30609,Yes,3,18,3,17
16226,50,No,Travel_Frequently,Research & Development,21,PHD,Human Resources,Female,Research Scientist,1,Married,27635,Yes,3,3,2,6
16227,52,No,Travel_Rarely,Research & Development,26,PHD,Life Sciences,Male,Healthcare Representative,4,Divorced,20727,No,1,23,2,4
16228,59,No,Travel_Frequently,Human Resources,20,PHD,Technical Degree,Female,Research Scientist,4,Married,39731,No,1,33,2,17
16229,56,No,Travel_Rarely,Sales,18,PHD,Medical,Female,Human Resources,3,Divorced,34246,No,4,36,4,5
16230,33,Yes,Travel_Rarely,Sales,1,MS,Marketing,Female,Human Resources,2,Married,23629,No,4,3,3,2
16231,34,Yes,Travel_Rarely,Sales,18,MS,Life Sciences,Male,Sales Executive,1,Divorced,11475,No,4,15,4,18
16232,53,Yes,Travel_Rarely,Human Resources,30,PHD,Marketing,Female,Research Scientist,2,Single,22713,No,2,8,2,16
16233,38,No,Non-Travel,Human Resources,16,PHD,Human Resources,Male,Laboratory Technician,1,Married,3007,Yes,4,34,1,16
16234,20,No,Travel_Frequently,Sales,10,FSc,Technical Degree,Male,Manager,4,Married,26413,No,1,2,1,9
16235,59,No,Travel_Frequently,Research & Development,25,PHD,Human Resources,Female,Manager,3,Divorced,35441,No,3,39,2,10
16236,31,Yes,Travel_Rarely,Research & Development,13,MS,Human Resources,Female,Manufacturing Director,4,Single,23462,No,3,12,4,16
16237,57,Yes,Travel_Frequently,Human Resources,3,PHD,Medical,Female,Research Scientist,3,Married,31503,No,1,2,1,4
16238,23,No,Travel_Rarely,Sales,14,MS,Marketing,Female,Healthcare Representative,1,Single,33978,No,4,33,1,19
16239,41,No,Travel_Rarely,Research & Development,14,PHD,Marketing,Female,Manager,4,Single,34054,Yes,4,12,4,20
16240,21,No,Non-Travel,Human Resources,16,BS,Human Resources,Male,Manufacturing Director,4,Divorced,32035,No,4,29,2,13
16241,42,No,Non-Travel,Research & Development,4,PHD,Medical,Male,Manager,1,Single,6000,No,4,28,4,4
16242,53,No,Non-Travel,Sales,16,PHD,Marketing,Female,Human Resources,4,Married,2484,No,2,13,2,18
16243,50,No,Travel_Rarely,Research & Development,23,PHD,Technical Degree,Male,Laboratory Technician,3,Divorced,39165,Yes,3,28,3,14
16244,51,No,Non-Travel,Human Resources,15,PHD,Human Resources,Male,Research Director,2,Married,18147,No,4,27,2,18
16245,22,No,Non-Travel,Sales,3,BS,Other,Female,Research Scientist,2,Single,35137,Yes,1,8,4,4
16246,43,No,Travel_Frequently,Research & Development,28,PHD,Marketing,Female,Human Resources,1,Divorced,32347,No,1,22,4,8
16247,23,No,Travel_Rarely,Human Resources,1,MS,Other,Male,Research Scientist,4,Married,8206,Yes,1,14,1,6
16248,46,No,Non-Travel,Sales,3,PHD,Medical,Male,Laboratory Technician,4,Single,36189,Yes,4,15,2,7
16249,21,Yes,Travel_Frequently,Research & Development,17,BS,Life Sciences,Male,Healthcare Representative,4,Single,14881,No,1,5,2,4
16250,54,Yes,Travel_Rarely,Research & Development,13,PHD,Marketing,Female,Laboratory Technician,4,Divorced,16003,No,4,31,4,10
16251,38,Yes,Travel_Frequently,Human Resources,29,PHD,Marketing,Male,Sales Executive,3,Single,25128,No,4,31,4,7
16252,59,No,Travel_Frequently,Sales,16,PHD,Technical Degree,Male,Research Director,1,Divorced,29913,No,2,35,2,17
16253,59,No,Travel_Rarely,Research & Development,1,PHD,Life Sciences,Female,Research Scientist,2,Married,4529,No,1,16,1,5
16254,30,No,Travel_Rarely,Research & Development,6,MS,Technical Degree,Female,Research Director,3,Single,8107,Yes,2,14,2,7
16255,29,Yes,Travel_Frequently,Human Resources,11,MS,Human Resources,Female,Sales Executive,1,Single,2346,Yes,1,1,3,2
16256,19,No,Non-Travel,Sales,24,FSc,Human Resources,Female,Healthcare Representative,4,Divorced,31668,No,4,23,3,19
16257,51,No,Travel_Frequently,Research & Development,3,PHD,Other,Female,Sales Representative,3,Divorced,39440,No,1,2,4,8
16258,26,Yes,Travel_Frequently,Sales,10,MS,Life Sciences,Male,Healthcare Representative,4,Single,6442,No,1,13,3,2
16259,59,Yes,Travel_Rarely,Sales,11,PHD,Technical Degree,Male,Manufacturing Director,1,Divorced,1646,No,2,3,3,18
16260,33,No,Non-Travel,Sales,20,MS,Marketing,Female,Sales Representative,2,Divorced,34584,Yes,3,34,1,14
16261,31,No,Non-Travel,Sales,10,MS,Technical Degree,Male,Manager,1,Married,28860,No,3,21,1,15
16262,38,No,Travel_Frequently,Research & Development,14,PHD,Other,Female,Sales Representative,3,Married,19971,No,2,5,1,18
16263,52,No,Travel_Frequently,Human Resources,7,PHD,Marketing,Male,Laboratory Technician,4,Single,10200,Yes,2,4,2,5
16264,48,No,Travel_Rarely,Human Resources,8,PHD,Marketing,Male,Manager,4,Married,25748,No,1,32,3,19
16265,43,No,Travel_Rarely,Sales,12,PHD,Human Resources,Female,Manufacturing Director,2,Married,5934,No,4,31,3,13
16266,34,Yes,Travel_Rarely,Human Resources,7,MS,Medical,Male,Sales Representative,3,Single,28505,Yes,2,34,1,13
16267,35,No,Travel_Rarely,Sales,16,MS,Life Sciences,Female,Manufacturing Director,1,Divorced,38925,No,3,2,3,7
16268,25,No,Travel_Frequently,Sales,28,MS,Medical,Male,Sales Representative,3,Divorced,15265,Yes,4,29,1,5
16269,43,No,Travel_Frequently,Research & Development,22,PHD,Marketing,Male,Sales Executive,3,Divorced,29702,Yes,1,35,3,19
16270,60,No,Travel_Rarely,Research & Development,19,PHD,Medical,Male,Laboratory Technician,3,Married,23041,No,4,10,1,9
16271,57,No,Travel_Rarely,Research & Development,3,PHD,Life Sciences,Female,Manufacturing Director,3,Single,11302,No,4,35,1,2
16272,18,Yes,Travel_Frequently,Research & Development,4,FSc,Technical Degree,Male,Sales Representative,4,Married,34965,No,4,33,1,20
16273,37,No,Travel_Frequently,Sales,14,PHD,Other,Female,Research Scientist,1,Married,21230,Yes,2,8,4,1
16274,55,No,Travel_Frequently,Sales,21,PHD,Technical Degree,Female,Sales Representative,2,Divorced,38593,No,3,5,4,9
16275,31,No,Non-Travel,Research & Development,23,MS,Marketing,Female,Research Scientist,1,Married,34537,No,4,4,4,3
16276,20,No,Travel_Frequently,Sales,27,FSc,Life Sciences,Female,Manager,3,Married,16637,No,2,13,3,10
16277,32,No,Travel_Frequently,Sales,6,MS,Marketing,Male,Research Director,4,Single,18521,No,2,17,4,7
16278,53,Yes,Non-Travel,Research & Development,5,PHD,Human Resources,Female,Sales Representative,4,Single,4510,Yes,4,14,2,10
16279,27,No,Non-Travel,Research & Development,3,MS,Life Sciences,Female,Laboratory Technician,2,Divorced,6451,No,3,7,1,4
16280,41,No,Non-Travel,Human Resources,19,PHD,Other,Male,Manager,2,Single,12439,Yes,1,27,1,8
16281,39,No,Travel_Frequently,Human Resources,8,PHD,Marketing,Male,Healthcare Representative,1,Divorced,3362,Yes,4,15,3,17
16282,44,Yes,Travel_Frequently,Human Resources,21,PHD,Human Resources,Male,Human Resources,4,Divorced,13155,Yes,3,19,1,9
16283,41,No,Travel_Rarely,Research & Development,14,PHD,Human Resources,Female,Sales Representative,2,Married,38149,Yes,1,29,4,3
16284,27,No,Non-Travel,Human Resources,6,MS,Life Sciences,Male,Laboratory Technician,4,Divorced,35323,Yes,1,18,1,7
16285,52,No,Non-Travel,Human Resources,19,PHD,Life Sciences,Male,Sales Executive,1,Married,11903,Yes,1,19,3,6
16286,30,No,Non-Travel,Human Resources,12,MS,Medical,Male,Laboratory Technician,2,Divorced,37311,No,3,33,1,6
16287,56,Yes,Non-Travel,Human Resources,17,PHD,Technical Degree,Female,Research Director,1,Divorced,13149,No,2,26,4,9
16288,37,No,Non-Travel,Research & Development,7,PHD,Life Sciences,Male,Healthcare Representative,3,Divorced,9429,No,3,31,3,20
16289,35,No,Travel_Rarely,Research & Development,4,MS,Human Resources,Male,Healthcare Representative,2,Married,14037,Yes,2,9,3,18
16290,47,No,Travel_Rarely,Sales,3,PHD,Marketing,Male,Healthcare Representative,4,Divorced,14134,No,4,30,2,11
16291,29,No,Non-Travel,Research & Development,12,MS,Medical,Female,Research Director,4,Divorced,14543,No,4,11,4,18
16292,50,No,Travel_Frequently,Sales,19,PHD,Medical,Male,Sales Executive,4,Married,1735,No,4,24,3,10
16293,38,No,Travel_Frequently,Research & Development,22,PHD,Marketing,Male,Healthcare Representative,3,Divorced,8155,Yes,4,38,2,2
16294,41,No,Non-Travel,Sales,19,PHD,Medical,Female,Sales Executive,1,Single,14158,No,2,13,2,18
16295,30,No,Travel_Rarely,Sales,4,MS,Marketing,Female,Manager,3,Divorced,13539,No,3,29,2,12
16296,22,No,Non-Travel,Sales,8,BS,Medical,Female,Sales Executive,1,Single,35074,No,1,38,4,0
16297,33,No,Travel_Frequently,Sales,10,MS,Medical,Male,Research Director,3,Married,39890,No,1,8,1,2
16298,19,No,Travel_Rarely,Sales,23,FSc,Human Resources,Male,Human Resources,4,Married,26973,No,4,24,2,16
16299,23,No,Travel_Rarely,Sales,29,MS,Other,Female,Sales Executive,4,Divorced,6544,No,1,36,3,16
16300,52,No,Travel_Frequently,Sales,21,PHD,Marketing,Male,Manager,2,Single,5647,Yes,4,24,4,13
16301,45,Yes,Travel_Frequently,Human Resources,29,PHD,Marketing,Female,Research Director,3,Single,26402,No,1,2,4,2
16302,27,No,Travel_Frequently,Research & Development,21,MS,Technical Degree,Female,Sales Representative,3,Single,21165,Yes,4,35,2,14
16303,30,No,Non-Travel,Sales,15,MS,Marketing,Female,Healthcare Representative,1,Single,30671,Yes,4,23,3,1
16304,41,No,Travel_Rarely,Research & Development,24,PHD,Human Resources,Male,Healthcare Representative,4,Married,34766,No,2,4,3,0
16305,60,No,Travel_Rarely,Research & Development,22,PHD,Marketing,Female,Research Scientist,3,Married,32967,No,4,12,1,16
16306,56,No,Non-Travel,Research & Development,27,PHD,Other,Male,Sales Representative,3,Divorced,15690,No,3,11,3,7
16307,19,No,Non-Travel,Human Resources,27,FSc,Medical,Male,Sales Representative,2,Married,35088,No,1,40,2,6
16308,32,No,Travel_Rarely,Research & Development,2,MS,Marketing,Female,Research Scientist,3,Single,31682,No,1,37,1,17
16309,41,No,Travel_Frequently,Sales,5,PHD,Marketing,Male,Sales Executive,2,Divorced,24520,Yes,3,27,2,8
16310,35,No,Non-Travel,Research & Development,12,MS,Medical,Female,Healthcare Representative,4,Married,13879,No,3,40,1,19
16311,32,No,Travel_Frequently,Research & Development,3,MS,Marketing,Male,Manager,1,Single,36616,No,3,30,2,6
16312,29,Yes,Travel_Frequently,Sales,3,MS,Life Sciences,Female,Healthcare Representative,2,Married,3793,No,4,25,4,15
16313,57,No,Travel_Frequently,Human Resources,30,PHD,Technical Degree,Male,Sales Representative,4,Divorced,22135,Yes,4,4,2,5
16314,39,No,Travel_Frequently,Human Resources,28,PHD,Life Sciences,Male,Research Director,4,Married,19400,No,2,8,2,1
16315,47,No,Travel_Frequently,Research & Development,27,PHD,Other,Female,Research Scientist,1,Married,16314,Yes,3,30,2,7
16316,22,No,Travel_Rarely,Human Resources,19,BS,Marketing,Male,Laboratory Technician,3,Married,28443,No,3,26,4,7
16317,54,No,Non-Travel,Research & Development,5,PHD,Marketing,Male,Sales Executive,2,Married,30831,No,1,39,1,6
16318,34,No,Travel_Frequently,Human Resources,19,MS,Marketing,Male,Healthcare Representative,3,Divorced,13853,No,1,23,2,14
16319,41,No,Travel_Rarely,Sales,21,PHD,Technical Degree,Male,Manager,4,Married,9270,No,3,16,1,20
16320,26,No,Non-Travel,Human Resources,27,MS,Technical Degree,Male,Human Resources,2,Married,30533,Yes,3,6,4,1
16321,31,Yes,Travel_Frequently,Human Resources,10,MS,Life Sciences,Male,Human Resources,1,Single,16372,Yes,3,33,3,0
16322,37,Yes,Non-Travel,Sales,8,PHD,Technical Degree,Female,Sales Executive,2,Single,25915,Yes,1,29,2,1
16323,37,No,Non-Travel,Research & Development,26,PHD,Medical,Male,Research Scientist,4,Married,39427,No,1,36,1,17
16324,46,No,Non-Travel,Research & Development,15,PHD,Medical,Male,Research Director,4,Single,2714,No,3,23,1,14
16325,36,No,Non-Travel,Human Resources,7,PHD,Other,Male,Research Scientist,1,Single,6784,Yes,2,2,1,3
16326,60,Yes,Travel_Frequently,Research & Development,4,PHD,Human Resources,Female,Manufacturing Director,3,Married,24566,Yes,3,12,1,4
16327,44,No,Travel_Rarely,Human Resources,25,PHD,Life Sciences,Female,Sales Executive,2,Married,10679,No,2,15,2,7
16328,34,No,Travel_Frequently,Research & Development,21,MS,Life Sciences,Male,Healthcare Representative,3,Divorced,35226,No,1,25,2,12
16329,24,No,Travel_Rarely,Sales,15,MS,Technical Degree,Female,Research Director,3,Single,27035,No,4,12,2,7
16330,18,No,Travel_Rarely,Human Resources,11,FSc,Medical,Male,Sales Executive,3,Divorced,29571,No,3,22,2,8
16331,20,No,Travel_Rarely,Human Resources,17,FSc,Human Resources,Female,Manager,4,Divorced,28667,No,1,40,3,5
16332,21,No,Travel_Rarely,Sales,15,BS,Technical Degree,Male,Research Director,4,Single,18856,No,3,19,2,0
16333,46,No,Travel_Frequently,Research & Development,10,PHD,Marketing,Female,Manufacturing Director,2,Married,23564,No,2,23,1,9
16334,18,No,Travel_Frequently,Research & Development,26,FSc,Other,Female,Sales Representative,2,Married,39344,Yes,1,19,4,9
16335,53,Yes,Travel_Rarely,Sales,16,PHD,Human Resources,Female,Research Director,2,Divorced,30479,Yes,4,15,3,15
16336,34,Yes,Non-Travel,Human Resources,11,MS,Life Sciences,Female,Research Director,4,Married,26175,Yes,4,17,2,17
16337,52,Yes,Travel_Frequently,Sales,21,PHD,Life Sciences,Female,Sales Representative,4,Married,25304,No,1,1,3,18
16338,59,No,Travel_Rarely,Sales,27,PHD,Life Sciences,Male,Research Scientist,1,Divorced,6488,Yes,2,35,4,16
16339,45,No,Travel_Frequently,Research & Development,3,PHD,Other,Female,Research Scientist,3,Married,20995,No,2,32,1,15
16340,57,No,Travel_Frequently,Human Resources,22,PHD,Medical,Male,Sales Representative,3,Married,23246,No,4,22,2,1
16341,60,No,Travel_Frequently,Human Resources,22,PHD,Technical Degree,Female,Research Scientist,4,Divorced,19718,No,4,27,1,10
16342,28,Yes,Non-Travel,Sales,22,MS,Other,Female,Research Scientist,3,Married,25814,Yes,4,19,4,2
16343,48,No,Travel_Frequently,Sales,29,PHD,Technical Degree,Male,Manufacturing Director,2,Divorced,13677,No,4,35,4,5
16344,31,No,Non-Travel,Human Resources,24,MS,Other,Female,Human Resources,1,Single,8620,No,2,19,1,12
16345,32,No,Travel_Rarely,Research & Development,17,MS,Medical,Male,Human Resources,1,Single,7451,Yes,4,23,2,6
16346,27,No,Travel_Rarely,Sales,5,MS,Life Sciences,Female,Healthcare Representative,2,Single,25037,Yes,2,10,1,3
16347,21,No,Non-Travel,Sales,8,BS,Life Sciences,Male,Human Resources,2,Married,18641,No,1,3,3,4
16348,44,No,Travel_Rarely,Research & Development,25,PHD,Human Resources,Male,Laboratory Technician,3,Divorced,33001,No,2,28,2,0
16349,39,No,Travel_Rarely,Research & Development,17,PHD,Marketing,Male,Research Director,1,Married,14592,No,1,14,3,13
16350,23,Yes,Travel_Frequently,Human Resources,5,MS,Life Sciences,Male,Sales Executive,3,Divorced,6652,Yes,1,7,4,5
16351,58,No,Non-Travel,Human Resources,3,PHD,Other,Female,Manager,2,Married,10677,No,3,9,1,7
16352,56,Yes,Non-Travel,Research & Development,25,PHD,Technical Degree,Female,Sales Representative,1,Divorced,4203,No,4,40,4,9
16353,43,No,Travel_Frequently,Research & Development,2,PHD,Marketing,Male,Research Director,3,Divorced,24713,No,3,5,1,15
16354,39,No,Non-Travel,Research & Development,1,PHD,Life Sciences,Female,Manager,1,Married,26705,Yes,3,13,3,6
16355,32,No,Travel_Frequently,Research & Development,12,MS,Technical Degree,Male,Research Scientist,3,Single,27957,Yes,4,3,4,10
16356,19,Yes,Travel_Rarely,Sales,21,FSc,Human Resources,Female,Manager,1,Single,37265,Yes,2,37,3,20
16357,37,No,Travel_Rarely,Research & Development,10,PHD,Technical Degree,Male,Manager,2,Single,21262,No,2,21,2,8
16358,38,No,Travel_Frequently,Research & Development,29,PHD,Other,Female,Research Scientist,3,Married,25074,No,2,33,2,3
16359,48,No,Travel_Frequently,Human Resources,20,PHD,Technical Degree,Female,Manager,1,Married,31598,No,3,4,1,2
16360,39,No,Non-Travel,Sales,18,PHD,Other,Female,Healthcare Representative,3,Divorced,31181,No,1,38,4,20
16361,60,No,Travel_Frequently,Research & Development,12,PHD,Technical Degree,Male,Sales Representative,2,Single,21600,Yes,4,13,4,13
16362,43,Yes,Travel_Frequently,Human Resources,17,PHD,Human Resources,Male,Manager,1,Single,15580,No,2,12,2,8
16363,35,No,Travel_Rarely,Human Resources,19,MS,Human Resources,Male,Human Resources,4,Married,20276,No,1,16,1,1
16364,52,No,Non-Travel,Research & Development,3,PHD,Technical Degree,Female,Laboratory Technician,4,Married,11887,Yes,1,5,1,18
16365,50,No,Non-Travel,Research & Development,9,PHD,Human Resources,Male,Sales Executive,4,Single,4241,No,2,21,2,19
16366,54,No,Travel_Rarely,Human Resources,21,PHD,Technical Degree,Male,Manager,2,Married,20299,Yes,1,10,3,13
16367,56,No,Travel_Rarely,Sales,6,PHD,Human Resources,Male,Healthcare Representative,4,Single,33599,No,1,15,1,9
16368,47,Yes,Non-Travel,Sales,3,PHD,Other,Male,Sales Executive,3,Married,16259,No,4,2,2,14
16369,41,No,Travel_Rarely,Human Resources,23,PHD,Medical,Female,Sales Representative,2,Single,18973,No,1,31,4,12
16370,25,No,Travel_Frequently,Sales,9,MS,Other,Female,Human Resources,3,Single,2147,No,2,33,3,13
16371,56,No,Travel_Rarely,Sales,16,PHD,Technical Degree,Female,Manager,2,Divorced,39746,No,2,14,4,12
16372,26,No,Travel_Frequently,Sales,1,MS,Medical,Male,Laboratory Technician,2,Single,17386,No,4,26,4,16
16373,37,No,Travel_Rarely,Sales,25,PHD,Medical,Male,Human Resources,1,Divorced,34556,Yes,3,3,2,8
